track_id,language,cluster_vae,cluster_pca
MT0020034314,english,1,3
MT0026135542,english,4,2
MT0026143373,unknown,1,3
MT0026158301,unknown,0,0
MT0026228956,unknown,0,0
MT0026236933,english,4,2
MT0026330298,english,5,5
MT0026378461,english,5,5
MT0026405027,unknown,5,5
MT0026414107,english,0,0
MT0026520343,english,2,1
MT0026607275,english,0,5
MT0026608644,unknown,0,0
MT0026624084,english,1,3
MT0026655309,unknown,5,5
MT0026681751,english,1,3
MT0026682960,english,2,1
MT0026690204,unknown,3,4
MT0026697228,english,5,5
MT0026707664,unknown,0,0
MT0026712161,english,0,0
MT0026719173,english,1,3
MT0026727455,english,2,1
MT0026734083,english,2,1
MT0026753145,english,1,3
MT0026753600,unknown,1,3
MT0026753827,english,2,1
MT0026772613,unknown,2,1
MT0026776967,english,4,2
MT0026790435,english,2,1
MT0026795261,english,2,1
MT0026811443,english,2,1
MT0026826094,english,4,2
MT0026827978,unknown,4,2
MT0026866290,unknown,2,1
MT0026898936,english,2,1
MT0026900439,english,5,1
MT0026903849,english,1,3
MT0026905937,english,3,4
MT0026919017,unknown,3,4
MT0026930415,english,3,4
MT0026933516,english,2,1
MT0026950915,unknown,2,1
MT0026957996,unknown,4,0
MT0026963572,english,2,1
MT0026969225,unknown,2,1
MT0026971941,english,4,2
MT0026972072,english,3,0
MT0026973347,unknown,4,2
MT0026973618,unknown,2,2
MT0026985012,english,0,2
MT0026987140,english,1,3
MT0026990793,english,3,4
MT0026999750,english,1,3
MT0027002598,unknown,4,2
MT0027002641,unknown,4,2
MT0027023212,english,4,2
MT0027032503,english,1,3
MT0027035970,unknown,2,1
MT0027048677,unknown,2,1
MT0027048746,unknown,4,2
MT0027053023,english,2,1
MT0027064560,unknown,3,0
MT0027072382,english,4,2
MT0027073298,unknown,2,1
MT0027075208,english,1,3
MT0027100467,unknown,5,5
MT0027100747,unknown,3,5
MT0027108305,unknown,2,1
MT0027112893,english,1,3
MT0027149420,english,2,1
MT0027182657,english,5,1
MT0027256574,unknown,5,1
MT0027317557,english,0,0
MT0027320606,unknown,4,2
MT0027345606,unknown,1,3
MT0027478016,unknown,2,1
MT0027535695,english,1,3
MT0027696140,english,4,2
MT0027797339,english,5,1
MT0027834332,unknown,2,1
MT0027835071,unknown,2,1
MT0027859587,english,5,1
MT0027976714,english,0,0
MT0028066739,unknown,4,2
MT0028081047,english,1,3
MT0028116568,english,3,4
MT0028124490,unknown,2,1
MT0028129662,unknown,3,4
MT0028159092,unknown,2,1
MT0028167155,english,1,3
MT0028172888,english,1,3
MT0028196052,unknown,2,1
MT0028200740,unknown,3,0
MT0028213435,english,2,1
MT0028220133,unknown,4,2
MT0028228337,english,4,4
MT0028241237,english,2,1
MT0028242839,english,3,4
MT0028293340,english,4,2
MT0028335228,english,2,1
MT0028338292,english,2,1
MT0028342814,unknown,2,0
MT0028345470,english,2,1
MT0028348785,english,1,3
MT0028372740,english,4,2
MT0028374210,english,2,1
MT0028403561,unknown,5,5
MT0028405583,english,2,1
MT0028414490,unknown,0,0
MT0028425911,english,2,1
MT0028445777,english,1,3
MT0028452849,english,1,3
MT0028469910,unknown,1,3
MT0028471202,english,1,3
MT0028485956,unknown,4,2
MT0028495262,unknown,4,2
MT0028498801,english,5,5
MT0028550964,unknown,3,0
MT0028560561,unknown,2,1
MT0028569169,english,3,0
MT0028576698,unknown,4,2
MT0028577920,english,5,5
MT0028585667,unknown,5,5
MT0028587966,english,2,1
MT0028593700,english,4,2
MT0028596249,unknown,5,5
MT0028602128,unknown,0,2
MT0028602140,unknown,4,2
MT0028603801,english,0,2
MT0028609181,english,4,2
MT0028615001,english,0,2
MT0028617351,unknown,4,2
MT0028617657,english,0,0
MT0028617797,english,2,1
MT0028623145,english,2,1
MT0028627699,english,2,1
MT0028633715,unknown,2,1
MT0028648077,unknown,2,1
MT0028649897,unknown,5,1
MT0028655327,unknown,5,5
MT0028691865,english,3,4
MT0028694655,english,0,0
MT0028697763,unknown,4,2
MT0028698324,english,0,0
MT0028709149,unknown,5,5
MT0028717129,unknown,3,4
MT0028750297,english,2,1
MT0028752173,english,2,1
MT0028753982,english,4,2
MT0028754256,english,1,3
MT0028758101,english,2,1
MT0028772639,english,2,1
MT0028790582,english,2,1
MT0028793036,unknown,2,1
MT0028798040,english,1,3
MT0028798502,english,3,4
MT0028803170,unknown,2,2
MT0028810073,unknown,2,1
MT0028810869,english,2,1
MT0028813190,english,2,1
MT0028813196,english,2,1
MT0028877759,unknown,3,4
MT0028878677,unknown,5,5
MT0028888763,english,3,4
MT0028915582,english,0,2
MT0028929933,unknown,3,4
MT0028931344,unknown,2,1
MT0028937743,english,4,2
MT0028942506,english,4,0
MT0028947009,unknown,3,4
MT0029045449,unknown,3,4
MT0029063409,unknown,0,0
MT0029065626,english,4,2
MT0029080694,unknown,4,0
MT0029091265,english,5,5
MT0029096179,unknown,3,4
MT0029099688,unknown,2,3
MT0029133325,english,5,1
MT0029165558,unknown,2,1
MT0029166572,english,3,4
MT0029196396,english,1,3
MT0029492542,unknown,1,3
MT0029553110,unknown,2,2
MT0029574551,unknown,5,5
MT0029767615,unknown,2,1
MT0029772184,english,1,3
MT0029825641,english,4,2
MT0029852139,unknown,5,0
MT0029861029,english,3,4
MT0029861679,unknown,3,5
MT0029874624,unknown,2,1
MT0029877658,unknown,2,2
MT0029976595,unknown,5,1
MT0030006612,english,4,2
MT0030007733,english,2,1
MT0030036616,unknown,3,4
MT0030074137,english,3,4
MT0030075668,unknown,2,1
MT0030097307,english,4,2
MT0030097602,english,3,4
MT0030124886,unknown,2,1
MT0030153479,unknown,2,1
MT0030155408,unknown,3,4
MT0030160582,english,2,1
MT0030177407,english,2,1
MT0030184605,english,2,1
MT0030203700,english,2,1
MT0030203729,english,2,1
MT0030211400,english,2,1
MT0030212531,english,5,1
MT0030214520,english,1,3
MT0030233759,english,2,1
MT0030234774,unknown,1,3
MT0030247926,english,3,4
MT0030248025,english,0,0
MT0030252676,unknown,2,4
MT0030271679,unknown,5,1
MT0030273093,unknown,2,1
MT0030282816,unknown,3,0
MT0030282917,unknown,4,2
MT0030286920,unknown,5,5
MT0030289937,english,5,5
MT0030291182,english,5,5
MT0030297713,unknown,2,1
MT0030304982,unknown,3,4
MT0030311936,unknown,2,1
MT0030319227,english,0,0
MT0030321464,unknown,0,0
MT0030324011,english,1,3
MT0030327630,english,1,3
MT0030349080,english,4,2
MT0030362174,english,0,0
MT0030362299,english,5,4
MT0030369896,english,3,4
MT0030400613,unknown,2,1
MT0030407300,english,1,2
MT0030422114,unknown,4,2
MT0030435905,unknown,2,1
MT0030438262,english,2,1
MT0030442334,unknown,0,0
MT0030481692,english,2,1
MT0030481897,unknown,3,4
MT0030484925,english,2,1
MT0030487841,english,4,2
MT0030489320,english,1,3
MT0030494794,unknown,5,1
MT0030495725,unknown,3,0
MT0030499533,english,4,0
MT0030504803,english,1,3
MT0030646708,english,2,1
MT0030677343,unknown,4,0
MT0030968017,english,0,0
MT0031024722,english,5,5
MT0031036016,unknown,3,4
MT0031049140,english,2,1
MT0031292023,unknown,4,2
MT0031336251,unknown,2,1
MT0031365452,unknown,5,1
MT0031375281,english,3,4
MT0031462756,unknown,2,1
MT0031495046,unknown,3,4
MT0031508823,unknown,2,1
MT0031514928,unknown,1,3
MT0031544440,unknown,3,0
MT0031548988,english,4,2
MT0031555265,english,2,1
MT0031574394,english,4,3
MT0031600223,unknown,3,4
MT0031615488,unknown,0,0
MT0031618741,english,2,1
MT0031626819,english,4,2
MT0031661393,english,2,1
MT0031664726,english,2,1
MT0031685353,unknown,2,1
MT0031693432,english,5,5
MT0031716439,unknown,2,4
MT0031721956,unknown,4,2
MT0031726825,english,2,1
MT0031733848,english,3,4
MT0031783178,unknown,3,4
MT0031807708,unknown,3,0
MT0031826295,english,5,1
MT0031826774,english,3,4
MT0031827474,unknown,5,5
MT0031834881,english,2,1
MT0031841471,english,2,4
MT0031855026,unknown,5,5
MT0031861483,english,1,3
MT0031868141,english,4,2
MT0031875986,english,1,3
MT0031886830,unknown,5,5
MT0031892359,unknown,5,5
MT0031893087,english,4,2
MT0031898123,unknown,2,1
MT0031901408,unknown,0,0
MT0031903528,english,4,2
MT0031907365,unknown,0,0
MT0031912859,english,3,4
MT0031914705,unknown,2,1
MT0031917087,english,4,2
MT0031917220,unknown,5,5
MT0031919267,unknown,3,4
MT0031919561,english,1,3
MT0031922089,unknown,2,1
MT0031924755,english,2,1
MT0031925901,english,2,1
MT0031926476,unknown,2,1
MT0031939057,english,4,0
MT0031940284,unknown,2,1
MT0031951901,unknown,0,0
MT0031952089,unknown,2,1
MT0031964947,english,2,1
MT0031972398,unknown,2,1
MT0031979912,english,2,1
MT0031995272,unknown,2,1
MT0031996487,english,4,0
MT0031996897,english,1,3
MT0032001427,english,4,2
MT0032039381,unknown,2,1
MT0032048707,english,4,2
MT0032050779,english,1,3
MT0032060949,english,2,1
MT0032061091,english,1,3
MT0032061241,unknown,3,4
MT0032093528,english,3,4
MT0032157716,english,2,1
MT0032181833,unknown,4,2
MT0032235381,english,2,1
MT0032297238,unknown,2,1
MT0032332758,english,2,1
MT0032405040,unknown,0,0
MT0032405359,english,4,2
MT0032623363,unknown,2,1
MT0032628164,english,3,4
MT0032643023,english,1,3
MT0032651589,english,2,1
MT0032665811,english,1,3
MT0032673223,english,1,3
MT0032682675,english,4,2
MT0032698237,unknown,3,4
MT0032698280,unknown,3,4
MT0032701682,english,4,2
MT0032723940,english,0,0
MT0032724130,unknown,3,4
MT0032757175,english,0,5
MT0032760813,unknown,4,2
MT0032768117,english,3,4
MT0032768122,english,4,2
MT0032778604,english,3,0
MT0032782452,english,0,0
MT0032892262,english,2,1
MT0032957418,english,4,2
MT0033004298,unknown,4,2
MT0033061162,english,4,2
MT0033084992,unknown,2,1
MT0033097471,english,2,1
MT0033126079,unknown,1,3
MT0033155511,english,2,1
MT0033159895,english,2,1
MT0033177286,unknown,0,0
MT0033218453,english,5,5
MT0033226848,english,2,1
MT0033252621,english,2,1
MT0033258989,english,5,1
MT0033262254,english,0,2
MT0033262547,english,4,2
MT0033287096,english,1,3
MT0033287114,unknown,1,3
MT0033293296,unknown,1,3
MT0033317646,unknown,2,1
MT0033319941,english,2,1
MT0033326377,unknown,5,5
MT0033345959,english,5,5
MT0033376569,english,0,0
MT0033380436,unknown,3,4
MT0033381821,english,1,2
MT0033388898,unknown,4,2
MT0033389924,unknown,2,1
MT0033391277,english,3,4
MT0033391280,unknown,5,5
MT0033397838,unknown,2,1
MT0033397942,english,3,4
MT0033399262,unknown,5,5
MT0033410438,english,3,4
MT0033415296,unknown,5,1
MT0033430737,english,1,3
MT0033442719,unknown,0,0
MT0033443279,unknown,2,1
MT0033444885,unknown,2,1
MT0033459750,english,3,4
MT0033461826,unknown,3,4
MT0033470806,english,4,4
MT0033473090,english,0,0
MT0033493473,english,5,5
MT0033512773,english,4,2
MT0033717316,english,4,2
MT0033733581,english,0,0
MT0033784855,unknown,4,2
MT0033818006,english,5,5
MT0033841575,english,4,2
MT0033940994,unknown,3,4
MT0033958450,english,2,1
MT0033974184,english,2,1
MT0033987987,english,2,1
MT0033993440,english,2,1
MT0033998763,unknown,2,2
MT0034005433,unknown,4,2
MT0034013916,english,2,1
MT0034015731,unknown,2,1
MT0034064577,english,0,0
MT0034085485,unknown,3,0
MT0034094847,english,2,1
MT0034106363,unknown,0,0
MT0034113973,english,1,3
MT0034125967,english,4,2
MT0034130398,unknown,5,1
MT0034136847,english,5,5
MT0034138322,english,2,1
MT0034148562,unknown,2,1
MT0034160981,unknown,2,4
MT0034165427,unknown,3,4
MT0034186195,unknown,2,1
MT0034186620,unknown,2,1
MT0034191542,english,3,4
MT0034197846,english,3,4
MT0034203861,unknown,3,4
MT0034210118,unknown,4,2
MT0034211183,english,4,2
MT0034212119,unknown,3,4
MT0034225020,english,4,2
MT0034230990,english,4,4
MT0034378005,unknown,2,1
MT0034403159,english,4,2
MT0034403951,english,2,1
MT0034408055,unknown,4,2
MT0034410340,english,3,4
MT0034422157,english,4,0
MT0034426806,english,1,3
MT0034429136,english,2,1
MT0034518366,english,2,1
MT0034549623,english,2,1
MT0034551604,english,3,4
MT0034552648,english,0,0
MT0034555338,unknown,2,1
MT0034560618,english,5,5
MT0034563474,english,4,2
MT0034574251,english,4,0
MT0034577222,unknown,4,4
MT0034577404,english,4,4
MT0034670435,english,2,1
MT0034677542,english,5,1
MT0034694413,english,2,1
MT0034695587,unknown,3,4
MT0034706827,english,3,4
MT0034731020,unknown,4,4
MT0034800740,english,1,3
MT0034816599,unknown,4,2
MT0034852831,english,2,1
MT0034893754,unknown,3,4
MT0034988131,english,4,2
MT0034991842,english,2,1
MT0034992204,english,4,2
MT0034992752,unknown,4,2
MT0034992958,english,2,1
MT0034996484,english,1,3
MT0035000258,unknown,3,4
MT0035007057,unknown,3,4
MT0035014333,unknown,3,4
MT0035037927,english,0,0
MT0035108409,english,3,4
MT0035119161,english,4,2
MT0035133312,unknown,4,2
MT0035241621,unknown,1,3
MT0035241675,english,1,3
MT0035285414,english,1,3
MT0035316286,english,4,2
MT0035322836,english,2,1
MT0035323832,unknown,3,4
MT0035327119,unknown,2,1
MT0035332435,english,4,2
MT0035332835,english,2,1
MT0035334027,unknown,2,1
MT0035518031,unknown,0,0
MT0035833639,english,3,4
MT0035974809,english,5,5
MT0035974819,english,5,5
MT0036111736,unknown,1,3
MT0036111751,unknown,1,3
MT0036111757,english,1,3
MT0036217440,unknown,1,3
MT0036368550,english,0,2
MT0039250520,english,0,2
MT0040033011,unknown,4,4
MT0041030749,english,3,4
